Key	Type	English	French	German	Spanish	Portuguese	Chinese (Simplified)	Chinese (Traditional)	Russian	Indonesian	Vietnamese	Thai	Japanese	Korean	Arabic
1010501	Text	I am going to attend our school's Halloween party. I need a horror look.	Je vais participer à la fête d'Halloween de l'école, et j'ai besoin d'un maquillage horrible.	Ich werde an der Halloween -Party der Schule teilnehmen und brauche ein schreckliches Make -up.	Voy a participar en la fiesta de Halloween de la escuela, y necesito un maquillaje horrible.	Vou à festa de Halloween da nossa escola. Eu preciso de um look de terror.	我准备参加学校的万圣节晚会，我需要一套恐怖的妆容。	我準備參加學校的萬聖節晚會，我需要一套恐怖的妝容。	Я собираюсь принять участие на вечеринке в Хэллоуин в школе, и мне нужен ужасный макияж.	Saya akan berpartisipasi dalam pesta Halloween di sekolah, dan saya membutuhkan riasan yang mengerikan.	Tôi sẽ tham gia vào bữa tiệc Halloween của trường, và tôi cần một trang điểm khủng khiếp.	ฉันจะเข้าร่วมในปาร์ตี้ฮัลโลวีนของโรงเรียนและฉันต้องการการแต่งหน้าที่น่ากลัว	私は学校のハロウィーンパーティーに参加するつもりです、そして私は恐ろしいメイクが必要です。	나는 학교의 할로윈 파티에 참여할 예정이며 끔찍한 메이크업이 필요합니다.	سأشارك في حفلة عيد الهالوين بالمدرسة ، وأحتاج إلى مكياج فظيع.
1010601	Text	Damn. Vincent was dancing with another girl at the party. I can't accept that.	C'est mauvais, Vincent danse avec une autre femme à la fête, ce qui me rend inacceptable.	Es ist schlecht, Vincent tanzt mit einer anderen Frau auf der Party, was mich inakzeptabel macht.	Es malo, Vincent baila con otra mujer en la fiesta, lo que me hace inaceptable.	Vincent estava dançando com outra garota na festa. Eu não posso aceitar isso.	太糟了，Vincent在晚会上和另一个女人跳舞，这让我无法接受。	太糟了，Vincent在晚會上和另一個女人跳舞，這讓我無法接受。	Это плохо, Винсент танцует с другой женщиной на вечеринке, что делает меня неприемлемым.	Buruk, Vincent menari dengan wanita lain di pesta itu, yang membuat saya tidak bisa diterima.	Thật tệ, Vincent nhảy với một người phụ nữ khác trong bữa tiệc, điều này khiến tôi không thể chấp nhận được.	มันไม่ดีวินเซนต์เต้นรำกับผู้หญิงคนอื่นในงานปาร์ตี้ซึ่งทำให้ฉันยอมรับไม่ได้	それは悪いことです、ヴィンセントはパーティーで別の女性と踊ります。	파티에서 다른 여자와 춤을 추서 나쁘다.	إنه سيء ​​، يرقص فنسنت مع امرأة أخرى في الحفلة ، مما يجعلني غير مقبول.
1010602	Text	I couldn't sleep last night. I am feeling awful.	Je n'ai pas dormi toute la nuit et j'étais trop mal maintenant.	Ich habe die ganze Nacht nicht geschlafen und war jetzt zu schlecht.	No dormí toda la noche y ahora estaba tan mal.	Não consegui dormir ontem à noite. Estou me sentindo péssimo.	我一晚上没有睡，我现在状态太糟糕了。	我一晚上沒有睡，我現在狀態太糟糕了。	Я не спал всю ночь, и сейчас я был слишком плохо.	Saya tidak tidur sepanjang malam, dan saya terlalu buruk sekarang.	Tôi đã không ngủ cả đêm, và bây giờ tôi đã quá tệ.	ฉันไม่ได้นอนทั้งคืนและตอนนี้ฉันก็แย่เกินไป	私は一晩中眠れませんでした、そして私は今あまりにもひどかったです。	나는 밤새 잠을 자지 않았고 지금은 너무 나빴다.	لم أنم طوال الليل ، وكنت سيئًا للغاية الآن.
1010603	Text	I don't want others to see me in this pitiful state. I need an exquisite look.	Je ne veux pas être vu par les autres maintenant, j'ai besoin d'un maquillage délicat.	Ich möchte jetzt nicht von anderen gesehen werden, ich brauche ein delikates Make -up.	No quiero que otros me vean ahora, necesito un maquillaje delicado.	Não quero que os outros me vejam neste estado lamentável. Eu preciso de um look requintado.	我不想被别人看到我现在的样子，我需要一个精致的妆容。	我不想被別人看到我現在的樣子，我需要一個精緻的妝容。	Сейчас я не хочу, чтобы меня видели другие, мне нужен тонкий макияж.	Saya tidak ingin dilihat oleh orang lain sekarang, saya membutuhkan riasan yang halus.	Bây giờ tôi không muốn được nhìn thấy bởi những người khác, tôi cần một lớp trang điểm tinh tế.	ตอนนี้ฉันไม่อยากเห็นคนอื่นเห็นฉันต้องการการแต่งหน้าที่ละเอียดอ่อน	私は今他の人に見たくありません、私は繊細なメイクが必要です。	나는 지금 다른 사람들에게보고 싶지 않으며 섬세한 메이크업이 필요합니다.	لا أريد أن أرى من قبل الآخرين الآن ، أحتاج إلى مكياج حساس.
1010604	Text	This sounds too bad. But you need to cheer up. I'll put you in your best shape.	Cela semble mauvais, mais vous devez remonter le moral, je vous ferai présenter le meilleur état!	Es klingt schlecht, aber Sie müssen aufmuntern, ich werde Sie zum besten Zustand präsentieren!	Suena mal, pero debes animarte, ¡te haré presentar el mejor estado!	Isso soa muito ruim. Mas você precisa se animar. Vou colocá-lo em sua melhor forma.	听上去太糟了，但是你需要振作起来，我会让你呈现一个最好的状态！	聽上去太糟了，但是你需要振作起來，我會讓你呈現一個最好的狀態！	Звучит плохо, но вам нужно подбодрить, я заставлю вас представить лучшее состояние!	Kedengarannya buruk, tetapi Anda harus bersorak, saya akan membuat Anda menyajikan keadaan terbaik!	Nghe có vẻ tệ, nhưng bạn cần phải cổ vũ, tôi sẽ làm cho bạn trình bày trạng thái tốt nhất!	ฟังดูไม่ดี แต่คุณต้องให้กำลังใจฉันจะทำให้คุณนำเสนอสถานะที่ดีที่สุด!	悪いように聞こえますが、あなたは元気づける必要があります、私はあなたに最高の状態を提示させます！	그것은 나쁘게 들리지만, 당신은 응원해야합니다. 나는 당신이 최고의 상태를 제시하게 할 것입니다!	يبدو الأمر سيئًا ، لكنك بحاجة إلى التشجيع ، سأجعلك تقدم أفضل حالة!
1010701	Text	Incredible. I am going to make a speech on behalf of our squad at the next event.	Incroyable, je parlerai en tant que pom-pom girl dans le prochain match.	Unglaublich, ich werde im nächsten Spiel als Cheerleader sprechen.	Increíble, hablaré como animadora en el próximo juego.	Incrível. Farei um discurso em nome do nosso plantel no próximo evento.	难以置信，我将在下一场球赛中作为啦啦队代表发言。	難以置信，我將在下一場球賽中作為啦啦隊代表發言。	Невероятно, я буду говорить как чирлидер в следующей игре.	Luar biasa, saya akan berbicara sebagai pemandu sorak di game berikutnya.	Không thể tin được, tôi sẽ nói như một người cổ vũ trong trò chơi tiếp theo.	ไม่น่าเชื่อฉันจะพูดเป็นเชียร์ลีดเดอร์ในเกมถัดไป	信じられないほど、私は次のゲームでチアリーダーとして話します。	믿을 수 없을 정도로, 나는 다음 경기에서 치어 리더로 말할 것입니다.	لا يصدق ، سأتحدث كمشجعي في اللعبة التالية.
1010702	Text	Please make an exquisite look for me. I want Vincent to realize just how charming I am.	S'il vous plaît, aidez-moi à tourner un maquillage délicat, je veux faire savoir à Vincent à quel point je suis attrayant.	Bitte helfen Sie mir, ein empfindliches Make -up zu machen. Ich möchte Vincent wissen lassen, wie attraktiv ich bin.	Por favor, ayúdame a convertir un delicado maquillaje, quiero que Vincent sepa lo atractivo que soy.	Por favor, faça um olhar requintado para mim. Quero que Vincent perceba o quanto sou charmosa.	请帮我化一个精致的妆容，我要让Vincent知道我是个多么有魅力的人。	請幫我化一個精緻的妝容，我要讓Vincent知道我是個多麼有魅力的人。	Пожалуйста, помогите мне повернуть нежный макияж, я хочу, чтобы Винсент знал, насколько я привлекательна.	Tolong bantu saya membalikkan riasan halus, saya ingin memberi tahu Vincent betapa menariknya saya.	Xin hãy giúp tôi biến một trang điểm tinh tế, tôi muốn cho Vincent biết tôi hấp dẫn như thế nào.	โปรดช่วยฉันเปลี่ยนการแต่งหน้าที่ละเอียดอ่อนฉันต้องการให้ Vincent รู้ว่าฉันน่าสนใจแค่ไหน	繊細なメイクをするのを手伝ってください、私はヴィンセントに私がどれほど魅力的かを知らせたいです。	섬세한 메이크업을 돌리도록 도와주세요. 빈센트에게 내가 얼마나 매력적인지 알리고 싶습니다.	الرجاء مساعدتي في تحويل مكياج حساس ، أريد أن أخبر فنسنت مدى جاذبي.
1020101	Text	Hello, I am about to become a print model. A cosmetics company has invited me to participate in an advertising photoshoot.	Bonjour, je suis sur le point de devenir un modèle plat. Une entreprise de cosmétiques m'invite à faire des publicités.	Hallo, ich werde gleich ein flaches Modell. Eine Kosmetikfirma lädt mich ein, Werbung zu machen.	Hola, estoy a punto de convertirme en un modelo plano. Una compañía de cosméticos me invita a hacer anuncios.	Olá, estou prestes a me tornar um modelo de impressão. Uma empresa de cosméticos me convidou para participar de uma sessão de fotos publicitárias.	你好，我即将成为一个平面模特，一家化妆品公司邀约我去做广告拍摄。	你好，我即將成為一個平面模特，一家化妝品公司邀約我去做廣告拍攝。	Здравствуйте, я собираюсь стать плоской моделью. Косметическая компания приглашает меня сделать рекламу.	Halo, saya akan menjadi model datar. Perusahaan kosmetik mengundang saya untuk membuat iklan.	Xin chào, tôi sắp trở thành một người mẫu phẳng. Một công ty mỹ phẩm mời tôi làm quảng cáo.	สวัสดีฉันกำลังจะกลายเป็นแบบจำลองแฟลต บริษัท เครื่องสำอางเชิญฉันให้โฆษณา	こんにちは、私はフラットモデルになろうとしています。化粧品会社が私を招待して広告を出します。	안녕하세요, 저는 평평한 모델이 될 것입니다. 화장품 회사가 저를 광고를하도록 초대합니다.	مرحبًا ، أنا على وشك أن أصبح نموذجًا مسطحًا. تدعوني شركة مستحضرات التجميل إلى إصدار إعلانات.
1020102	Text	However, I have had a birthmark on my face for over 20 years, which may affect this invitation.	Cependant, la tache de naissance sur mon visage m'a accompagné depuis plus de 20 ans, ce qui peut affecter cette invitation.	Das Muttermal in meinem Gesicht hat mich jedoch seit mehr als 20 Jahren begleitet, was sich auf diese Einladung auswirken kann.	Sin embargo, la marca de nacimiento en mi cara me ha acompañado durante más de 20 años, lo que puede afectar esta invitación.	No entanto, tenho uma marca de nascença no rosto há mais de 20 anos, o que pode afetar este convite.	然而，我脸上的胎记伴随了我20多年，这可能会影响到这次邀约。	然而，我臉上的胎記伴隨了我20多年，這可能會影響到這次邀約。	Тем не менее, родило на моем лице сопровождало меня более 20 лет, что может повлиять на это приглашение.	Namun, tanda lahir di wajah saya telah menemani saya selama lebih dari 20 tahun, yang dapat memengaruhi undangan ini.	Tuy nhiên, vết bớt trên khuôn mặt của tôi đã đi cùng tôi trong hơn 20 năm, điều này có thể ảnh hưởng đến lời mời này.	อย่างไรก็ตามไฝบนใบหน้าของฉันมากับฉันมานานกว่า 20 ปีซึ่งอาจส่งผลกระทบต่อคำเชิญนี้	しかし、私の顔の誕生マークは20年以上私に同行してきました。これはこの招待に影響を与える可能性があります。	그러나 내 얼굴의 모반이 20 년 이상 저를 동반 하여이 초대에 영향을 줄 수 있습니다.	ومع ذلك ، فقد رافقني العلم على وجهي لأكثر من 20 عامًا ، مما قد يؤثر على هذه الدعوة.
1020103	Text	Becoming a print model has always been my dream, and I do not want to miss this opportunity.	Être un modèle d'avion est mon rêve, et je ne veux pas perdre cette opportunité.	Ein Flugzeugmodell zu sein ist mein Traum, und ich möchte diese Gelegenheit nicht verlieren.	Ser un modelo de avión es mi sueño, y no quiero perder esta oportunidad.	Ser modelo de impressão sempre foi meu sonho e não quero perder essa oportunidade.	成为平面模特是我一直以来的梦想，我不想失去这次机会。	成為平面模特是我一直以來的夢想，我不想失去這次機會。	Быть моделью самолета - моя мечта, и я не хочу терять эту возможность.	Menjadi model pesawat adalah impian saya, dan saya tidak ingin kehilangan kesempatan ini.	Trở thành người mẫu máy bay là giấc mơ của tôi và tôi không muốn mất cơ hội này.	การเป็นนางแบบเครื่องบินคือความฝันของฉันและฉันไม่ต้องการสูญเสียโอกาสนี้	飛行機モデルであることは私の夢であり、この機会を失いたくありません。	비행기 모델이되는 것은 나의 꿈이며, 나는이 기회를 잃고 싶지 않습니다.	كوني نموذج طائرة هو حلمي ، ولا أريد أن أفقد هذه الفرصة.
1020201	Text	I have become a print model thanks to you!	Je suis devenu un modèle d'avion! Ceci est indispensable pour votre crédit.	Ich wurde ein Flugzeugmodell! Dies ist für Ihr Guthaben unverzichtbar.	¡Me convertí en un modelo de avión! Esto es indispensable para su crédito.	Tornei-me um modelo de impressão graças a você!	我成为了一名平面模特！这少不了你的功劳。	我成為了一名平面模特！這少不了你的功勞。	Я стал моделью самолета! Это необходимо для вашего кредита.	Saya menjadi model pesawat! Ini sangat diperlukan untuk kredit Anda.	Tôi đã trở thành một mô hình máy bay! Điều này là không thể thiếu cho tín dụng của bạn.	ฉันกลายเป็นนางแบบเครื่องบิน! สิ่งนี้ขาดไม่ได้สำหรับเครดิตของคุณ	私は飛行機のモデルになりました！これはあなたのクレジットにとって不可欠です。	나는 비행기 모델이되었다! 이것은 귀하의 신용에 필수적입니다.	أصبحت نموذج طائرة! هذا لا غنى عنه لائتمانك.
1020202	Text	My last look has caught the eye of another company. I am offered an endorsement for casual outfits.	La dernière forme a fait en sorte qu'une autre entreprise me fasse attention, et j'ai reçu l'approbation d'un vêtements occasionnels.	Die letzte Form ließ eine andere Firma auf mich aufpassen, und ich erhielt die Bestätigung einer lässigen Kleidung.	La última forma hizo que otra compañía me prestara atención, y recibí el respaldo de una ropa casual.	Meu último look chamou a atenção de outra empresa. Me oferecem um endosso para trajes casuais.	上次的造型让另一家公司关注到了我，我接到了一个休闲服饰的代言。	上次的造型讓另一家公司關注到了我，我接到了一個休閒服飾的代言。	Последняя форма заставила другую компанию обратить на меня внимание, и я получил одобрение повседневной одежды.	Bentuk terakhir membuat perusahaan lain memperhatikan saya, dan saya menerima pengesahan pakaian kasual.	Hình dạng cuối cùng khiến một công ty khác chú ý đến tôi, và tôi đã nhận được sự chứng thực của một bộ quần áo giản dị.	รูปร่างสุดท้ายทำให้ บริษัท อื่นให้ความสนใจกับฉันและฉันได้รับการรับรองเสื้อผ้าลำลอง	最後の形で別の会社が私に注意を払い、私はカジュアルな服の支持を受けました。	마지막 모양은 다른 회사가 나에게주의를 기울였으며, 나는 캐주얼 의류의 승인을 받았습니다.	جعل الشكل الأخير شركة أخرى تهتم بي ، وتلقيت تأييد ملابس غير رسمية.
1020203	Text	I'll need an exquisite look.	J'ai besoin d'un maquillage délicat.	Ich brauche ein delikates Make -up.	Necesito un maquillaje delicado.	Vou precisar de um look requintado.	我需要一个精致的妆容。	我需要一個精緻的妝容。	Мне нужен тонкий макияж.	Saya membutuhkan riasan halus.	Tôi cần một trang điểm tinh tế.	ฉันต้องการการแต่งหน้าที่ละเอียดอ่อน	繊細なメイクが必要です。	섬세한 화장이 필요합니다.	أحتاج إلى مكياج حساس.
1020301	Text	My friends saw my endorsement. I am a bit famous now.	Mes amis ont vu mon approbation et je suis maintenant un peu célèbre.	Meine Freunde sahen meine Bestätigung und ich bin jetzt ein bisschen berühmt.	Mis amigos vieron mi respaldo, y ahora soy un poco famoso.	Meus amigos viram o meu endosso. Agora sou um pouco famoso.	我的朋友们看到了我的代言，我现在已经小有名气了。	我的朋友們看到了我的代言，我現在已經小有名氣了。	Мои друзья увидели мое одобрение, и теперь я немного известен.	Teman -teman saya melihat dukungan saya, dan saya sekarang sedikit terkenal.	Bạn bè của tôi đã nhìn thấy sự chứng thực của tôi, và bây giờ tôi hơi nổi tiếng.	เพื่อนของฉันเห็นการรับรองของฉันและตอนนี้ฉันมีชื่อเสียงเล็กน้อย	私の友人は私の支持を見ました、そして私は今や少し有名です。	내 친구들은 내 승인을 보았고 나는 이제 조금 유명합니다.	رأى أصدقائي تأييدتي ، وأنا الآن مشهور قليلاً.
1020302	Text	We will hold a celebration party this weekend.	Pour montrer les célébrations, nous ouvrirons une fête le week-end.	Um Feierlichkeiten zu zeigen, werden wir am Wochenende eine Party eröffnen.	Para mostrar celebraciones, abriremos una fiesta los fines de semana.	Vamos realizar uma festa de comemoração neste fim de semana.	为了表示庆祝，周末我们会开一个派对。	為了表示慶祝，週末我們會開一個派對。	Чтобы показать празднование, мы откроем вечеринку по выходным.	Untuk menunjukkan perayaan, kami akan membuka pesta di akhir pekan.	Để hiển thị lễ kỷ niệm, chúng tôi sẽ mở một bữa tiệc vào cuối tuần.	เพื่อแสดงการเฉลิมฉลองเราจะเปิดปาร์ตี้ในวันหยุดสุดสัปดาห์	お祝いを見せるために、週末にパーティーを開きます。	축하 행사를 보여주기 위해 우리는 주말에 파티를 열 것입니다.	لإظهار الاحتفالات ، سنفتح حفلة في عطلات نهاية الأسبوع.
1020303	Text	Can you style a look for me?	Pouvez-vous m'aider à concevoir un ensemble de vêtements?	Können Sie mir helfen, eine Kleidung zu entwerfen?	¿Me pueden ayudar a diseñar un juego de ropa?	Você pode me dar um look?	你能帮我设计一套装扮吗？	你能幫我設計一套裝扮嗎？	Вы можете помочь мне спроектировать набор одежды?	Bisakah Anda membantu saya merancang satu set pakaian?	Bạn có thể giúp tôi thiết kế một bộ quần áo?	คุณช่วยออกแบบชุดเสื้อผ้าได้ไหม	服のセットをデザインするのを手伝ってくれませんか？	옷 세트를 디자인하도록 도와 줄 수 있습니까?	هل يمكنك مساعدتي في تصميم مجموعة من الملابس؟
1020401	Text	I am going to a nightclub tonight with my friends. I need a super hot look.	Je veux aller dans la boîte de nuit avec mes amis ce soir, puis-je m'aider à concevoir une robe sexy?	Ich möchte heute Abend mit meinen Freunden zum Nachtclub gehen. Kann ich mir helfen, ein sexy Kleid zu entwerfen?	Quiero ir al club nocturno con mis amigos esta noche, ¿puedo ayudarme a diseñar un vestido sexy?	Vou a uma boate hoje à noite com meus amigos. Preciso de um look super sexy.	今天晚上我要和朋友们去夜店，可以帮我设计一套性感的装扮吗？	今天晚上我要和朋友們去夜店，可以幫我設計一套性感的裝扮嗎？	Я хочу поехать в ночной клуб с друзьями сегодня вечером, могу я помочь мне создать сексуальное платье?	Saya ingin pergi ke klub malam dengan teman -teman saya malam ini, dapatkah saya membantu saya merancang gaun yang seksi?	Tôi muốn đi đến hộp đêm với bạn bè tối nay, tôi có thể giúp tôi thiết kế một chiếc váy gợi cảm không?	ฉันอยากไปไนท์คลับกับเพื่อนคืนนี้ฉันช่วยฉันออกแบบชุดเซ็กซี่ได้ไหม	今夜友達と一緒にナイトクラブに行きたいのですが、セクシーなドレスのデザインを手伝ってもらえますか？	오늘 밤 친구들과 나이트 클럽에 가고 싶어요. 섹시한 드레스 디자인을 도와 드릴까요?	أريد أن أذهب إلى ملهى ليلي مع أصدقائي الليلة ، هل يمكنني مساعدتي في تصميم فستان مثير؟
1020501	Text	Incredible! I was invited to a movie audition!	Incroyable, j'ai reçu une invitation à l'audition du film.	Unglaublich, ich habe eine Einladung zum Filmvorsprechen erhalten.	Increíble, he recibido una invitación a la audición de la película.	Incrível! Fui convidado para uma audição de cinema!	难以置信，我已经接到了电影试镜的邀约。	難以置信，我已經接到了電影試鏡的邀約。	Невероятно, я получил приглашение на прослушивание фильма.	Luar biasa, saya telah menerima undangan untuk audisi film.	Không thể tin được, tôi đã nhận được một lời mời đến buổi thử giọng.	ไม่น่าเชื่อฉันได้รับคำเชิญให้ออดิชั่นภาพยนตร์	信じられないほど、私は映画のオーディションへの招待状を受け取りました。	믿을 수 없을 정도로 영화 오디션에 초대를 받았습니다.	لا تصدق ، لقد تلقيت دعوة للاختبار الفيلم.
1020502	Text	Great. I look forward to seeing you in the film.	C'est génial, j'ai hâte de voir le rôle dans lequel vous avez joué dans le film.	Es ist großartig und freue mich darauf, die Rolle zu sehen, in der Sie im Film mitgespielt haben.	Es genial, espero ver el papel en el que protagonizó en la película.	Ótimo. Estou ansioso para vê-lo no filme.	太棒了，期待在电影中看到由你出演的角色。	太棒了，期待在電影中看到由你出演的角色。	Это здорово, с нетерпением жду возможности увидеть роль, в которой вы снялись в фильме.	Sangat bagus, berharap dapat melihat peran yang Anda bintangi dalam film.	Thật tuyệt, mong được xem vai diễn bạn đóng vai chính trong phim.	มันเยี่ยมมากรอดูบทบาทที่คุณแสดงในภาพยนตร์	それは素晴らしいです、あなたが映画で主演した役割を見るのを楽しみにしています。	영화에서 출연 한 역할을보기를 기대합니다.	إنه لأمر رائع ، نتطلع إلى رؤية الدور الذي لعبت دور البطولة في الفيلم.
1020503	Text	Design a look for me and help me win this role!	Concevez un ensemble de maquillage pour moi, laissez-moi rencontrer mon rôle!	Entwerfen Sie eine Reihe von Make -up für mich, lassen Sie mich meine Rolle treffen!	Diseñe un conjunto de maquillaje para mí, ¡déjame cumplir con mi papel!	Desenhe um look para mim e me ajude a ganhar esse papel!	给我设计一套妆容，让我符合我的角色吧！	給我設計一套妝容，讓我符合我的角色吧！	Создайте набор макияжа для меня, позвольте мне встретить мою роль!	Desain serangkaian riasan untuk saya, izinkan saya memenuhi peran saya!	Thiết kế một bộ trang điểm cho tôi, hãy để tôi đáp ứng vai trò của tôi!	ออกแบบชุดแต่งหน้าให้ฉันให้ฉันพบกับบทบาทของฉัน!	私のためにメイクのセットをデザインしてください、私の役割に会いましょう！	나를 위해 메이크업 세트를 디자인하고, 제 역할을 충족시켜 드리겠습니다!	صمم مجموعة من المكياج لي ، دعني ألتقي بدوري!
1020601	Text	Someone contacted my agent and asked me to attend a fashion soirée.	Quelqu'un a contacté mon agent et m'a invité à participer à un dîner de mode.	Jemand kontaktierte meinen Agenten und lud mich ein, an einem Modedinner teilzunehmen.	Alguien contactó a mi agente y me invitó a participar en una cena de moda.	Alguém entrou em contato com meu agente e me convidou para participar de uma festa de moda.	有人联系到我的经纪人，邀请我参加一场时尚晚宴。	有人聯繫到我的經紀人，邀請我參加一場時尚晚宴。	Кто -то связался с моим агентом и пригласил меня принять участие в модном ужине.	Seseorang menghubungi agen saya dan mengundang saya untuk berpartisipasi dalam makan malam mode.	Ai đó đã liên lạc với người đại diện của tôi và mời tôi tham gia một bữa tối thời trang.	มีคนติดต่อตัวแทนของฉันและเชิญให้ฉันเข้าร่วมงานเลี้ยงอาหารค่ำแฟชั่น	誰かが私のエージェントに連絡し、ファッションディナーに参加するように私を招待しました。	누군가가 내 요원에게 연락하여 패션 저녁 식사에 참여하도록 초대했습니다.	اتصل شخص ما وكيلي ودعوني للمشاركة في عشاء الموضة.
1020602	Text	Please style a look for me and make me the centre of the soirée.	Veuillez concevoir un ensemble de maquillage pour moi pour faire de moi le centre du dîner.	Bitte entwerfen Sie ein Set Make -up, damit ich mich zum Abendessen konzentriere.	Por favor, diseñe un conjunto de maquillaje para que me haga el foco de la cena.	Por favor, estilize um look para mim e faça de mim o centro da festa.	请为我设计一套妆容，使我成为晚宴上的焦点。	請為我設計一套妝容，使我成為晚宴上的焦點。	Пожалуйста, спроектируйте набор макияжа, чтобы я сделал мне центр ужина.	Tolong rancang serangkaian riasan bagi saya untuk menjadikan saya fokus makan malam.	Hãy thiết kế một bộ trang điểm cho tôi để làm cho tôi tập trung vào bữa tối.	โปรดออกแบบชุดแต่งหน้าให้ฉันเพื่อให้ฉันเป็นจุดสนใจของมื้อค่ำ	私が夕食の焦点になるように私のために一連の化粧をデザインしてください。	저녁 식사의 초점이되도록 메이크업 세트를 디자인하십시오.	يرجى تصميم مجموعة من المكياج لي لجعلني محور العشاء.
1020701	Text	I am going to participate in Victoria's Secret show by the sea. I need an elegant look.	Je vais participer aux secrets de Victoria tenus par la mer. S'il vous plaît, aidez-moi à habiller l'élégance.	Ich werde an Victoria's Secrets am Meer teilnehmen. Bitte helfen Sie mir, Eleganz zu kleiden.	Voy a participar en los secretos de Victoria en poder del mar. Por favor, ayúdame a vestir la elegancia.	Vou participar do desfile da Victoria's Secret à beira-mar. Eu preciso de um look elegante.	我要去参加一场在海边举办的维密。请帮我打扮的优雅。	我要去參加一場在海邊舉辦的維密。請幫我打扮的優雅。	Я собираюсь принять участие в секретах Виктории, проводимых морем. Пожалуйста, помогите мне одеть элегантность.	Saya akan berpartisipasi dalam rahasia Victoria yang dipegang oleh laut. Tolong bantu saya berpakaian keanggunan.	Tôi sẽ tham gia vào những bí mật của Victoria do biển tổ chức. Xin hãy giúp tôi ăn mặc thanh lịch.	ฉันจะเข้าร่วมในความลับของวิคตอเรียที่จัดขึ้นโดยทะเล โปรดช่วยฉันแต่งตัวสง่างาม	私は海が保持しているビクトリアの秘密に参加するつもりです。優雅さの服装を手伝ってください。	나는 바다가 보유한 빅토리아의 비밀에 참여할 것입니다. 우아함을 입으도록 도와주세요.	سأشارك في أسرار فيكتوريا التي عقدها البحر. الرجاء مساعدتي في ارتداء الأناقة.
1030101	Text	I am a single mom. I just won the lottery and will be interviewed by a TV station.	Je suis une mère célibataire, à cause d'une loterie, je serai bientôt interviewé par une chaîne de télévision.	Ich bin eine alleinerziehende Mutter, wegen eines Lotterie -Gewinns werde ich bald von einem Fernsehsender interviewt.	Soy una madre soltera, debido a una lotería ganadora, pronto será entrevistado por una estación de televisión.	Eu sou uma mãe solteira. Acabei de ganhar na loteria e vou ser entrevistado por uma emissora de TV.	我是一名单身妈妈，因为一张彩票中奖，我即将接受电视台的采访。	我是一名單身媽媽，因為一張彩票中獎，我即將接受電視台的採訪。	Я мать -одиночка, из -за победы в лотерею, я скоро дам интервью у телеканала.	Saya seorang ibu tunggal, karena kemenangan lotere, saya akan segera diwawancarai oleh stasiun TV.	Tôi là một người mẹ đơn thân, vì một số tiền trúng xổ số, tôi sẽ sớm được phỏng vấn bởi một đài truyền hình.	ฉันเป็นแม่เลี้ยงเดี่ยวเพราะการชนะลอตเตอรีฉันจะถูกสัมภาษณ์โดยสถานีโทรทัศน์ในไม่ช้า	私はシングルマザーです。宝くじが勝利したため、すぐにテレビ局にインタビューされます。	나는 미혼모입니다. 복권 당첨 때문에 곧 TV 방송국과 인터뷰를 할 것입니다.	أنا أم عزباء ، بسبب الفوز باليانصيب ، سأجري مقابلة مع محطة تلفزيونية قريبًا.
1030102	Text	This is the first interview in my life. I want to look exquisite.	C'est la première fois que je suis interviewé. J'espère que je pourrai avoir l'air plus délicat.	Dies ist das erste Mal, dass ich interviewt wurde. Ich hoffe, ich kann empfindlicher aussehen.	Esta es la primera vez que me han entrevistado. Espero poder parecer más delicado.	Esta é a primeira entrevista da minha vida. Eu quero parecer requintada.	这是我第一次接受采访，我希望我的样子可以精致一些。	這是我第一次接受采訪，我希望我的樣子可以精緻一些。	Это первый раз, когда я дал интервью. Надеюсь, я смогу выглядеть более деликатно.	Ini adalah pertama kalinya saya diwawancarai. Saya harap saya bisa terlihat lebih halus.	Đây là lần đầu tiên tôi được phỏng vấn. Tôi hy vọng tôi có thể trông tinh tế hơn.	นี่เป็นครั้งแรกที่ฉันได้รับการสัมภาษณ์ฉันหวังว่าฉันจะดูบอบบางมากขึ้น	インタビューを受けたのはこれが初めてです。もっと繊細に見えることを願っています。	내가 인터뷰를 한 것은 이번이 처음입니다. 더 섬세 해 보일 수 있기를 바랍니다.	هذه هي المرة الأولى التي تتم مقابلة فيها. آمل أن أتمكن من أن أتمكن من النظر إلى أكثر حساسية.
1030201	Text	I claimed the prize but I feel disturbed.	Je suis allé recevoir le bonus, ce qui m'a fait me sentir mal à l'aise.	Ich ging, um den Bonus zu erhalten, wodurch ich mich unruhig fühlte.	Fui a recibir el bono, lo que me hizo sentir inquieto.	Reivindiquei o prêmio, mas me sinto perturbado.	我去领了奖金，这令我感到不安。	我去領了獎金，這令我感到不安。	Я пошел, чтобы получить бонус, который заставил меня чувствовать себя неловко.	Saya pergi untuk menerima bonus, yang membuat saya merasa tidak nyaman.	Tôi đã đi nhận tiền thưởng, điều đó khiến tôi cảm thấy khó chịu.	ฉันไปรับโบนัสซึ่งทำให้ฉันรู้สึกไม่สบายใจ	私はボーナスを受け取りましたが、それは私が不安を感じさせました。	나는 보너스를 받기 위해 갔다.	ذهبت لتلقي المكافأة ، مما جعلني أشعر بعدم الارتياح.
